"Researcher","Lattes Id","Seniority"
"Nádia Skorupa Parachin  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Tecnologia da Fermentação	                                    	                                     	                                	Universidade de Brasília / Campus Plano Piloto  	                                	 	                                	 		                                	Possui graduação em ciências biológicas(bacharel e licenciatura) pela Universidade de Brasilia, mestrado em biologia molecular pela Universidade de Brasília e doutorado em engenharia química pela Universidade de Lund (Suécia). Seu trabalho consistiu no desenvolvimento de diversas ferramentas biotecnológicas (metagenoma, construção de modelo cinético, engenharia metabólica e tecnologia da fermentação) para produção de biofármacos e bioetanol. Atualmente é professora adjunta da Universidade de Brasília e colaboradora da Pós-Graduação em Ciências Genômicas e Biotecnologia da Universidade Católica de Brasília (UCB). Possui experiência na área de Bioquímica, com ênfase em biologia Molecular e fisiologia de microrganismos, atuando principalmente nos seguintes temas: engenharia metabólica e tecnologia da fermentação aplicada ao desenvolvimento de bioprocessos.","1214716137780644","9"
"Renato de Oliveira Resende  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Biologia Molecular	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas  	                                	 	                                	 		                                	Possui graduação em Agronomia pela Universidade Federal de Lavras (1982), mestrado em Agronomia (Fitotecnia) pela Universidade Federal de Lavras (1985) e doutorado em Virologia - Wageningen Agricultural University (1993). Pós-Doutorado no Consejo Superior de Investigaciones Cientificas ? CSIC, Espanha, Estación Experimental de La Mayora, com projeto na área de mecanismos de resistência a vírus vegetais e Pós Doutorado no Istituto per la Protezione Sostenibile delle Piante-CNR Turim, Itália visando a produção de clones infecciosos de tospovirus. Iniciou a carreira como pesquisador na Empresa de Pesquisa Agropecuária de Minas Gerais onde atuou de 1985 a 1993 na área de resistência da cultura da batata a infecções virais. Ingressou na Universidade de Brasília em 1993, onde atualmente é professor titular da Universidade de Brasília - UnB. Tem experiência na área de Agronomia, com ênfase em Fitopatologia (Vírus de Plantas) e Biologia Molecular de Vírus. Na área científica, atua como coordenador do Grupo de Pesquisa em Virologia Vegetal. Desenvolve principalmente as linhas de pesquisa relacionadas à caracterização e diversidade viral, métodos de detecção de vírus e controle viral via resistência genética e plantas transgênicas e interação vírus / hospedeiro. Os temas principais de atuação são: tospovirus, geminivirus, potyvirus, taxonomia viral, diversidade genética e genes e mecanismos de resistência com ênfase na interação vírus/hospedeiro em hortaliças em projetos de pesquisa de cooperação nacionais e internacionais.","2321059443128660","9"
"Ricardo Henrique Kruger  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Biologia e Fisiologia dos Microorganismos	                                    	                                     	                                	Universidade de Brasília /   	                                	 	                                	 		                                	Possui graduação em Biologia - Bacharel pela Universidade de Brasília (1993), graduação em Biologia - Licenciatura pela Universidade de Brasília (1992), mestrado em Ciências Biológicas (Biologia Molecular) pela Universidade de Brasília (1995) e doutorado em Microbiologia - University of Wisconsin ? Madison, E.U.A. (2002). Atualmente é professor adjunto da Universidade de Brasília e orientador credenciado no Programa de Pós-Graduação em Biologia Molecular. Também foi Coordenador do Programa de Pós-Graduação em Biologia Microbiana (2011 - 2015) recentemente criado pela Universidade de Brasília.Tem experiência na área de Genética, com ênfase em Genética Molecular e de Microrganismos, atuando principalmente nos seguintes temas: replicação bacteriana, metagenoma, bioprospecção e ecologia microbiana. Atuou como Professor Visitante do Department of Earth and Planetary Sciences da Universidade da Califórnia - Berkeley - E.U.A com suporte do Programas Estratégicos - DRI da CAPES.","3582992747972651","9"
"Robert Neil Gerard Miller  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Genética Molecular e de Microorganismos	                                    	                                     	                                	Universidade de Brasília / Departamento de Biologia Celular  	                                	 	                                	 		                                	Possui Graduação em Ciencias Biologicas - Manchester Metropolitan University, UK (1990), Mestrado em Proteção de Plantas - University Of Bath, UK (1991) e Doutorado em Biologia Molecular e Fitopatologia - University of Reading, UK (1995). Atualmente é Professor Associado I da Universidade de Brasilia (Campus Darcy Ribeiro, Departamento de Biologia Celular), orientando nos Programas de Pos-Graduaçao em Biologia Molecular, Fitopatologia e Biologia Microbiana. Atuou entre 2014 e 2016 como Coordenador do Programa de Pós-Graduação em Biologia Molecular (CAPES conceito 6). Atua como editor para os periódicos Annals of Botany e Tropical Plant Pathology, é coordenador de projetos nacionais e internacionais, principalmente nos seguintes temas:genômica funcional de plantas e microrganismos; busca de genes de resistência a estresse biotico em plantas; e caracterização de fungos fitopatogenicos e micotoxigenicos.","0960398662960668","9"
"Sonia Maria de Freitas  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Biofísica Molecular	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas  	                                	 	                                	 		                                	Graduada em Ciências Biológicas pela Universidade de Brasília (1981), com mestrado em Ciências Biológicas (Biologia Molecular) pela Universidade de Brasília (1990) e doutorado em Ciências Biológicas (Biologia Molecular) pela Universidade de Brasília (1996), na área de concentração Biofísica Molecular . Atualmente é Professora Associada - Nível 4, da Universidade de Brasília. Tem experiência na área de Biofísica Molecular Estrutural e aplicada, atuando principalmente nos seguintes temas: Purificação de proteínas; estrutura de proteínas; cristalografia de proteínas; estrutura e estabilidade estrutural de proteínas; estrutura de inibidores de proteases; caracterização funcional de inibidores de proteases quanto a: Efeitos anticarcinogênicos (câncer de mama, adenocarcinoma mamário, câncer de epiderme, câncer oral), efeitos cardiovasculares e natriuréticos; aplicações biotecnológicas de inibidores de proteases.","8369464483722617","9"
"Sônia Nair Báo  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / Citologia e Biologia Celular/Filogenia	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas  	                                	 	                                	 		                                	Possui graduação em Licenciatura em Ciências Biológicas pela Universidade Regional do Noroeste do Estado do Rio Grande do Sul (1982), mestrado em Biologia Celular e Estrutural pela Universidade Estadual de Campinas (1987) e doutorado em Ciências Biológicas (Biofísica) pela Universidade Federal do Rio de Janeiro (1992). Realizou pós-doutorado junto a Università degli Studi di Siena, UNISI, Itália (1994). Atualmente, é Professora Titular da Universidade de Brasília e bolsista produtividade em pesquisa do Conselho Nacional de Desenvolvimento Científico e Tecnológico. Exerceu a tutoria do PET/Biologia no período de 1995-2002; coordenação institucional de PIBIC de 1999-2002; coordenação de apoio à pesquisa do Decanto de Pesquisa e Pós-graduação de 2001-2005; vice-direção do Instituto de Ciências Biológicas de 2002-2006, e direção de 2006-2012; Vice-reitoria da UnB de 2012-2016. É membro do comitê da área interdisciplinar da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, desde 2005; e já foi membro do comitê da área de morfologia do Conselho Nacional de Desenvolvimento Científico e Tecnológico (2011-2016). Atualmente é membro do Conselho Superior da CAPES. Tem experiência na área de Morfologia, com ênfase em Biologia Estrutural, atuando principalmente nos seguintes temas: reprodução, interação patógeno-hospedeiro e nanobiotecnologia.","9757708390518979","9"
"Tatsuya Nagata  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS / BIOLOGIA MOLECULAR/Expressão de proteína recombinante	                                    	                                     	                                	Universidade de Brasília / Conselho de Ensino, Pesquisa e Extensão  	                                	 	                                	 		                                	Possui graduação em Virology - Hokkaido University (1988), mestrado em Virology - Hokkaido University (1991) e doutorado em Virology - Wageningen University (1997). Atualmente é professor adjunto da Universidade de Brasília. Tem experiência na área de Virologia, com ênfase em Interação Vírus-vetor e Virus-hospedeiro, atuando principalmente nos seguintes temas: tospovirus, potyvírus, tobravírus, tymovírus, tobamovírus e vírus humano como norovírus e sapovírus.","3407440699398765","9"
"Vicente de Paulo Martins  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_BIOLOGICAS	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas (IB-UnB)  	                                	 	                                	 		                                	Possui graduação em Farmácia - Bioquímica (Modalidade Análises Clínicas) pela Faculdade de Ciências Farmacêuticas de Ribeirão Preto - USP (2002), Doutorado em Biociências Aplicadas à Farmácia pela Faculdade de Ciências Farmacêuticas de Ribeirão Preto - USP (2007), Pós-Doutorado nos Estados Unidos pela University of Georgia (Center for Tropical and Emerging Global Diseases) de 2007 a 2009, Pós-Doutorado no Laboratório de Imunologia das Doenças infecciosas (LIDI) do Instituto de Ciências Biológicas - UFMG de 2010 a 2012. Atualmente é Professor Adjunto-II (DE) no Instituto de Ciências Biológicas da Universidade de Brasília (IB-UnB). Tem experiência nas áreas de Farmácia e Bioquímica, com ênfase em Biociências Aplicadas à Farmácia, atuando principalmente nos seguintes temas: Vias reguladoras da homeostase de cálcio intracelular; Bioenergética e vias bioenergéticas alternativas; Desenvolvimento de métodos vacinais e diagnósticos; Biologia Molecular e Bioquímica de Micro-organismos. Tendo como principais alvos os patógenos humanos Aspergillus fumigatus, Paracoccidioides brasiliensis, Brucella abortus, Trypanosoma cruzi, Leishmania (L.) infantum e Schistosoma mansoni.","4121879784778296","9"
"Wagner Fontes  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_DA_SAUDE / Cirurgia/Cirurgia Traumatológica	                                    	                                     	                                	Universidade de Brasília / Instituto de Ciências Biológicas  	                                	 	                                	 		                                	Possui graduação pela Faculdade de Medicina da USP-Pinheiros (1987) , especialização em cirurgia pelo HC-FMUSP (1990) , especialização em Protein Analysis pela University Of California San Francisco in partnership with Applied Biosystems (1991), especialização em seqüenciamento de proteínas pela Universidade de Buenos Aires (1993), doutorado em Ciências Biológicas (Biologia Molecular) pelo Departamento de Biologia Celular da Universidade de Brasília (1996) , pós-doutorado em seqüenciamento de proteínas pelo Departamento de Biologia Celular - UnB (1997). Atuou como pesquisador convidado na University of Southern Denmark (2011-2013). Atualmente é Professor Associado da Universidade de Brasília e Membro do comitê editorial do periódico Protein and Peptide Letters. Tem experiência na área de Bioquímica , com ênfase em Química de Macromoléculas e em Proteômica. Coordena projetos nas linhas de análise proteômica de neutrófilos humanos; bioinformática proteômica e ensino de bioquímica.","9579979974845345","8"
"Werner Treptow  	                                	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    	                                    		                                    		                                    	  	                                    	                                    	                                    	                                    Research area: CIENCIAS_EXATAS_E_DA_TERRA / Química Computational	                                    	                                     	                                	Universidade de Brasília / Departamento de Biologia Celular  	                                	 	                                	 		                                	possui graduação em Biologia pela Universidade Federal de Goiás (1998), doutorado em Biologia Molecular pela Universidade de Brasília (1999 - 2003) e doutorado em Química Teórica e Computacional pela Université Henri Poincaré (2001 - 2004). Fez pós-doutorado pelo Centre National de la Rechèrche Scientifique na Université Henri-Poincaré (2004-2006), pelo National Institute of Health na University of Pennsylvania (2007-2008) e pelo Institute for Computational Molecular Sciences US (2012-2013). Atualmente é professor Associado I da Universidade de Brasília e tem experiência na área de Biologia Teórica, com ênfase em Biofísica Molecular e Computacional, atuando principalmente no seguinte tema: estrutura, função e regulação de canais iônicos.","7144412557085874","9"
